web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewRating,next,next-href
"1573044030-4890","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best earbuds","Best bluetooth headphones I've ever owned. Smart and easy to use.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_148?ie=UTF8&pageNumber=148&reviewerType=all_reviews"
"1573044104-5220","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love it","Great","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews"
"1573043807-3934","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Used exclusively as individuals. No signal loss.","Lasts about 8 hour shift with podcast. I keep one ear at at time. The case charges about 2 earbuds from dead. I love that there is no interference or dropped signals from using just one.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&pageNumber=52&reviewerType=all_reviews"
"1573044010-4805","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Quality of the sound","Best headphones and quality sound","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&pageNumber=139&reviewerType=all_reviews"
"1573044303-6116","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","constantly cutting out on S10+","I received these for free with my S10+, but they are mostly unusable.  The problem is that they constantly cut in and out while playing music.  Sometimes it is one side, sometimes the other.  Happens sometimes if I just turn my head.  If I take the phone out of my pocket and hold it near my head, they seem to be fine - so seem like some sort of low blue tooth power issue?  Can't say what the issue is for sure, but I  see MANY folks are having the same issue.

The second issue I have is that tapping the ear buds for the functions isn't realiable.  sometimes I have to tap multiple times just to get a single tap to register.

On the plus side they are extremely comfortable to wear, cut out background noise including windy conditions.  BUT because of the cutting out issue, they are unusable.

I keep hoping, given all of the complaints, that samsung would have fixed this in one of the several updates they have rolled out - but no such luck.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_270?ie=UTF8&pageNumber=270&reviewerType=all_reviews"
"1573044288-6051","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A+++","Perfectos, calidad de sonido perfecta y pequeños","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_264?ie=UTF8&pageNumber=264&reviewerType=all_reviews"
"1573043922-4417","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Try something else","Just it is Samsung's

Not good enough","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_100?ie=UTF8&pageNumber=100&reviewerType=all_reviews"
"1573043852-4119","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great","Not the loudest but good sound quality good Bluetooth range good battery quick charge","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews"
"1573044088-5149","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Buenisimos","Muy buenos sonido e","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_174?ie=UTF8&pageNumber=174&reviewerType=all_reviews"
"1573044055-5003","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great wireless headphones","Grea5 sound, battery life and quality. Very durable.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_159?ie=UTF8&pageNumber=159&reviewerType=all_reviews"
"1573044014-4822","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfecto","Exelente producto","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_141?ie=UTF8&pageNumber=141&reviewerType=all_reviews"
"1573044303-6110","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice buds","Quick connect, good sound.
Blocks a lot of noise but that's expected from ear buds","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_270?ie=UTF8&pageNumber=270&reviewerType=all_reviews"
"1573043687-3444","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Terrible range...","Simply fantastic. Fit is perfect and sound quality is awesome. Great Job Samsung...
8/15/19: Update... I wish I could return. Soumd is great but the range is terrible. If you have your phone by your side while walking they cut in and out. And if you try to put your phone in your pocket, forget it. I have called Samsung and performed all of the updates and they still do the same thing. I will plan to look else where for my next pair.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1573044061-5031","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fits in the ear pretty well","Sounds good and pretty comfortable","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_162?ie=UTF8&pageNumber=162&reviewerType=all_reviews"
"1573044255-5906","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love My Galaxy Buds","These are the first pair of in ear buds that I don't mind wearing. They are comfortable and sound great. Yay!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&pageNumber=249&reviewerType=all_reviews"
"1573044142-5398","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","w","very good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_198?ie=UTF8&pageNumber=198&reviewerType=all_reviews"
"1573043683-3430","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sound, but poor microphone - cannot use for calls","The Galaxy Buds offer a very easy pairing experience, even for non-Samsung phones. I had to install an app on my Pixel 3 XL, which then prompted me to install another plugin (could be better). Still, this took overall just about a minute.

The audio quality is great, although turning off ambient noise made it considerably worse. I don't know why that is, but leaving ambient noise on and setting its volume to zero left me with great sound.

The reason why I'm giving the Buds 2 stars, and why I'll ultimately return them, is the quality of the microphone. I simply cannot use them for calls, either on my Pixel 3 XL (regular phone call or Skype) or on my Surface Book (and Skype). While I have no problem hearing the other person, they can barely hear me. This is not an issue with the signal quality, as I don't have the problem with AirPods or via USB-C headphones with microphone.

I don't have huge demands on the microphones: it's obvious that one shouldn't use them to record a podcast. But having a conversation on a call is not a cutting edge feature and I'm completely perplexed why the microphone is so poor that this is not feasible. I initially thought I might just have a defect pair of Buds, but googling the issue specifically returned a number of reviews raising the same issue.

It's really a shame: they are otherwise well worth the money. But making calls isn't exactly a fringe use of headphones like these...","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1573043947-4520","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mmmkay","I thought this item was pretty cool, sound is great, battery life is long, noise cancellation is whatever, the only part I dislike is the mic feature, it doesnt sound too well on the other end when I'm calling,","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&pageNumber=111&reviewerType=all_reviews"
"1573044032-4903","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love them","Love them","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&pageNumber=149&reviewerType=all_reviews"
"1573043931-4454","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Quick delivery!","Great product, my son loves them. Definitely worth the price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&pageNumber=104&reviewerType=all_reviews"
"1573044198-5647","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best In-Ear Headphones I've Ever Owned","I'm a bit of an audiophile. Bought many different types of headphones, headsets, in-ear, over-ear, bluetooth, etc. I've always struggled to find something that would stay in my ears while I worked out. I had never had headphones that could accomplish this, at some point the sweat and motion would gradually make the headphone in my ear loose.

I bought these with the intention of returning them if they fell out while I ran. They did not. I was also surprised by the quality of the sound -- sometimes they do go in and out depending on phone distance and whether something's blocking it.

The call quality is also good -- my wife had immediate surprise when I talked to her on the phone with them as it seemed extremely clear on the other side.

I'd highly recommend buying these.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews"
"1573043689-3451","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","THE REAL DEAL!!!","If you own the Samsung Gear Iconx's and you are thinking about upgrading, these will not disappoint! The sound quality is much better and the case is way smaller and more compact. I used the gear iconx's mainly for my job which I work outside all day and one of the earbuds gave out in less than two years of using them not sure because of my sweat or just a hardware malfunction. I was hesitant at first of purchasing the Samsung Galaxy Buds because of all the hype, but then I seen all the positive reviews and decided to get them. I AM TRUELY ENJOYING these earbuds and how they sound at work in noisy environments. The clarity in the vocals and the pretty punchy base definitely delivers your money's worth and I cannot say this enough times ""BETTER THAN THE GEAR ICONX'S""!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
