title,body,rating,product
"Good, quality earbuds from Apple",These AirPods are extremely well designed and fit the ear just right. May have to return them as the Pro version was just released but overall amazing product.,4.0,Apple Airpods-Latest Model
AMAZING!!!,"been wanting to buy these for a while and i finally did and i’m in love!!!! great sound quality, definitely worth it.",5.0,Apple Airpods-Latest Model
As advertised.,"I was skeptical, but very happy.",5.0,Apple Airpods-Latest Model
get a case too,in love with these airpods. love the auto play and auto connect,5.0,Apple Airpods-Latest Model
Amazing,"Awesome, amazing, smart, sleek and fantastic quality!",5.0,Apple Airpods-Latest Model
My review,Great price and product,5.0,Apple Airpods-Latest Model
eh,"While getting this product, everything started off perfect! After using these airpods for 3 1/2 minutes, the left bud just stopped working all together. Overall great product but sad it didn’t last 5 minutes.",4.0,Apple Airpods-Latest Model
Perfect,Love it!,5.0,Apple Airpods-Latest Model
Fantastic. Although these are the second pair we’ve had to buy.,Very convenient! Good battery life. The only think I don’t like is cleaning them and keeping the case clean and ear wax free,5.0,Apple Airpods-Latest Model
Good,Good condition amazing product,5.0,Apple Airpods-Latest Model
Love product,Enjoy the AirPods use them on the go & in the car !,5.0,Apple Airpods-Latest Model
Great Product!,Great Product!,5.0,Apple Airpods-Latest Model
Easy to use,"Once you open the case, AirPods show up on your phone immediately. Super easy and sound quality great",5.0,Apple Airpods-Latest Model
Expensive -not impressed,Not worth the money. Very expensive -knock offs work almost as well.,3.0,Apple Airpods-Latest Model
Not happy w/ mine,One doesn’t work already,1.0,Apple Airpods-Latest Model
Great Product,"It’s great!!! I love listening to music with AirPods. The sound is pretty clear and apparent, but at times, I would have to manually connect it.",5.0,Apple Airpods-Latest Model
Bad charging case.,"Case won’t hold a charge, earbuds work good when they can get a charge from the case",1.0,Apple Airpods-Latest Model
That they work good,It’s sounds good it’s amazing if it was me I would have bought it here instead of apple they work amazing.,5.0,Apple Airpods-Latest Model
Great!,"Works very well, and it’s very easy to use",5.0,Apple Airpods-Latest Model
The best so far!,"After trying many headphones, including the Beats. This apple headphones are just perfect.",5.0,Apple Airpods-Latest Model
Love them,I got them for my son for his birthday. He loves them,5.0,Apple Airpods-Latest Model
Apple EarPods,These are fantastic just getting used to using them. And I’m sure I’m going to love them.,5.0,Apple Airpods-Latest Model
Good. Not great just good.,"Like most Apple products these are well made, pair really easily and are overpriced. The sound quality is so-so and the fit isn’t great. They slip out of ears like Apple ear buds have since the early 2000’s. Still though, they’re better than other wireless buds I’ve tried from Anker , Samsung and Jabbra.",4.0,Apple Airpods-Latest Model
Very good and quality easy set up,Very good! Easy set up quick and pair!  I buy more for my family members!,5.0,Apple Airpods-Latest Model
Good quality ear buds,"Bluetooth ear buds, not noise cancelling, but effective for music, podcasts, whatever you like to listen to. Fit well in my ears and stay put, but not for everyone",4.0,Apple Airpods-Latest Model
Apple ecosystem,Just what I expected,5.0,Apple Airpods-Latest Model
Perfect for walking,It’s great and portable. I do a lot of walking and they’re perfect.  It fits right into my ear and doesn’t fall out.,5.0,Apple Airpods-Latest Model
Totally worth the $,Amazing product! Sound quality is fabulous and totally worth the money!,5.0,Apple Airpods-Latest Model
Phenomenal!!,Apple AirPods with this latest charging case is a excellent product. The AirPods  are phenomenal. I enjoy using them with my iPhone. The quality of the sound from these AirPods meets all my expectations.,5.0,Apple Airpods-Latest Model
Perfect for all day use.,You won’t even feel that there’s something in your ears,5.0,Apple Airpods-Latest Model
😇,😇,5.0,Apple Airpods-Latest Model
its ok,"I bought airpods for the convenience. Im not sure if maybe i'm not aware of all the features, but to me their just like the normal earpods, just without the wire. I still like them and do use them. Nothing really that special about them other than not having to deal with having to detangle a wire.",4.0,Apple Airpods-Latest Model
Pairing issues only lasted 2 weeks with them,I liked the airpods when they were working after 2 weeks only one of them would pair. Thanks to amazon they gave me a replacement they were very helpful sadly the airpods had the same issue 2 days later very disappointed,1.0,Apple Airpods-Latest Model
I mess with em,Very comfortable sound is great,5.0,Apple Airpods-Latest Model
The best headphones I ever had,Awesome gadget,5.0,Apple Airpods-Latest Model
Poor fit,"Good sound quality, good pairing, can not keep in ear, keeps falling out, too much hassle trying eartips for something this expensive",3.0,Apple Airpods-Latest Model
Buenisimo,Muchas gracias,5.0,Apple Airpods-Latest Model
right airpod not connecting,"the right airpod would not connect, so it wouldn't connect to my iphone X max. The light kept flashing green and wouldn't reset when the button on the back of the case was held down, just stayed solid white no amber color ever showed up. this was a brand new pair, first time trying to use everything. so disappointing.",1.0,Apple Airpods-Latest Model
Convenient fashion,Yeah I like it. But it is easy to drop off my ears.that is the problem,5.0,Apple Airpods-Latest Model
Long overdue purchase!,Why did I wait so long to buy AirPods?? I love how truly convenient they are. I can do any and everything without worrying about them falling out or a cord getting caught on something. I also love how fast they connect to my phone and Apple Watch. Don’t hesitate just do it.,5.0,Apple Airpods-Latest Model
I’M SO HAPPY,"I love them so much, I was a bit skeptical about it at first but now I know they’re real and was worth the wait!!!",5.0,Apple Airpods-Latest Model
I love this product. Good sound and very comfortable.,I love this product. Good sound and very comfortable.,5.0,Apple Airpods-Latest Model
