web-scraper-order,web-scraper-start-url,title,body,rating,next,next-href
"1573062938-17346","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I read a lot of reviews that were great. But I think the one I received was ...","I read a lot of reviews that were great. But I think the one I received was defective. I purchased it several months ago but did not start using till recently. Two weeks after using it, one side stopped working. And the battery time is between two to three hours. Just my luck!!  Well back to the old ones.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&reviewerType=all_reviews"
"1573062847-16975","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great headphones. The noise cancelation is great","Great headphones. The noise cancelation is great, I can't hear any outside noise when wearing them. Love that they send memory foam ear buds with extras. The sound is clear and loud.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1573063029-17664","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Everything promised","The ear buds, worked great.  The listening distance is much longer than the 30 ft. limit.  I use them most foe audiobooks, and the ear buds are clear and easy to listen to. Last night I left the house and went out to get our mail, and the story continued with me all the way.  I would like to have had a little better user guide, but all ends well.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&reviewerType=all_reviews"
"1573063053-17756","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","It did not fit my ear. I have small ...","It did not fit my ear. I have small ear canals, and the small bud was still too large. It needs to go inside your canal for the hook to fit into the ear structure. The sound is plenty loud but the quality is mediocre.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1573062775-16715","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lasted only 2 months!!!.....Company made it right with a new set to me with no $$ out of my pocket!","Worked for two months then just stopped during a run. Disconnected from Bluetooth and would not reconnect. Reset and connected to charger as instructed. Static in ear and nothing else.

Update.  Will have to give it to this company as far as customer service goes,  they are excellent.  I was contracted thru a company rep. and offered another set of ear buds.  They arrived this week.  I have not had the chance to try out yet.  I do appreciate the willingness to ""get it right"".","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1573063075-17822","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","ok","fine for the money","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&pageNumber=125&reviewerType=all_reviews"
"1573063068-17798","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","All around good pair of headphones","All around good pair of headphones. But If your looking for bass, this pair lacks a good bass. I use these to work out and they never get in the way. My only other problem is that when your listening to one earbud the other one dangles and tends to rip the other side out.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&reviewerType=all_reviews"
"1573062745-16613","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good for walkers but not for runners","The quality of this product is questionable at best.  I was pretty hyped about it after reading all of the 5 star reviews, but they most certainly don't apply to the set that I received.  I would say these are for walkers at best, but are not good for running.  The earbuds certainly have a strong connection to my phone, better than some others I've used and the sound quality is very good, though not good as a quality set of wired earbuds.  Being wireless, this is not expected and being able to run without the wire hooked up to my phone is great.  However, that is where the problems begin - running.

The first and foremost issue I have is with the ear hooks.  These are worthless and don't work in my ears at all.  They're way too flimsy.  The silicone ear-tips also don't stay in the ears while running.  They slip out too easily even before my ears start sweating.  Now there are a some foam ear-tips included that do stay in my ears for a good amount of time, even after the sweating begins, however, they are not sweat resistant and they do not allow any moisture to escape my ear canals, causing it to stay trapped in there.  After a week of using them, I got water (sweat) trapped in the ear, giving me an ear infection.  To be honest, none of the provided ear-tips and ear hooks are worth keeping.  Thankfully, I did have a set of wired earbuds with good solid ear hooks and ear-tips that I was able to put on this headset and I've no issues since.

Aside from the included ear-tips and hooks, which again are terrible quality if you're a runner, these stay connected to my phone very well, rarely giving me any issues.  They even connect to my Gear Sport watch very well.  My other set of wireless earbuds are not as good (connectivity-wise) and cost twice as much (Samsung Level U Pro).

I will state that when walking only, all of the ear-tips work fine without issue.  It's only when I'm running and my ears sweat (and they sweat a lot!) are they not very good.  I'd say with better quality ear hooks that aren't so flimsy and flexible, something this more solid and stays in place within the ear would make this product much better (for a runner).  I was going to give these to my wife to use since she only walks, but after using the ear hooks from my wired ear buds, these work fine for now.

After a follow up from TRELAB, they offered a discount on these earbuds since I was not 100% satisfied.  I would've have given this review an extra start for this, had this device not completely failed to work shortly after that.  If I can give separate reviews for customer service and the device in question, I would rate it as below.  But overall, I will leave this a three start review because the device is not reliable, but the customer support is top notch.

Device quality: 2 stars
Customer Support: 5 stars","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1573063121-17987","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The connection is good, the sound is good","These are some really solid wireless headphones. The connection is good, the sound is good, and the noise isolation is phenomenal. I highly recommend them for this price. You won't find another pair of Bluetooth headphones this good for this price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_141?ie=UTF8&pageNumber=141&reviewerType=all_reviews"
"1573063040-17702","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","poor reliability","It is like having the cheap pair of headphones they give you on a plane except wireless. They keep disconnecting and connecting if you put it in your pocket. The only way to fix it is to do the annoying thing where you move the wire around to make them work.

Update: customer support was good, helped me get them working a little better.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&reviewerType=all_reviews"
"1573062884-17138","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Awesome!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1573062769-16698","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Overheating from charging. Updated: great support!","Be careful of charging and overheating. I have had days for a little over a year and they have work great for me. Our use them while mountain biking and they have performed well. However after charging them in my truck as I always do this is what I found. See the photos.

 Update: The company reached out to me and the follow up support was great. The instructions do say to charge only with their cable which I was not doing. Based on their support I am changing my star rating. I will use them in the future.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1573062870-17075","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great headphones","The battery alone is a reason to purchase these, not a fan of the shape though.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews"
"1573062896-17187","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product and customer service.","Bought these for my son to use during workouts and he loves them!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&reviewerType=all_reviews"
"1573062875-17097","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Satisfied","I have never enjoyed earbuds before but this one is the best! Sound quality is superb and pairing is
a breeze. At work they perform well. I Recommend them.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&pageNumber=52&reviewerType=all_reviews"
"1573062941-17359","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sounds like a 20-30 dollar pair of headphones","sound quality is ok, sounds like a 20-30 dollar pair of headphones. there are grooves on the part behind the earbud that did cut the inside of my ear. was not pleased with this at all.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&reviewerType=all_reviews"
"1573062873-17087","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The best headphones for price","To be honest I never write reviews but this time I thought I would you can not beat the quilt of head phones for the price I love how that when I wear them I don't hear anything else but my tunes","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&reviewerType=all_reviews"
"1573062758-16651","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","GREAT after sales support","These earphones broke after a month (probably a defect) but Treblab reached out to me promptly and immediately sent me a replacement. Great customer support and one that I have not experienced from other brands that could care less about the customer's satisfaction after purchase. Before the earphones broke, they were great quality, loved the hooks, greta battery life (I got about 6-7 hours on one charge), fit well in my ear, sound quality was decent but slightly lacking in the low end (not meant for bass junkies), and the range was exceptional for budget sub $40 earphones. Will be looking forward for my replacement and will update this review if necessary.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
